Category Name,Zikar Name,Arabic,Translation,Benefit Text,Illustration
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ فِعْلَ الْخَيْرَاتِ، وَتَرْكَ الْمُنْكَرَاتِ، وَحُبَّ الْمَسَاكِينِ، وَأَنْ تَغْفِرَ لِي وَتَرْحَمَنِي، وَإِذَا أَرَدْتَ فِتْنَةَ قَوْمٍ فَتَوَفَّنِي غَيْرَ مَفْتُونٍ، وَأَسْأَلُكَ حُبَّكَ، وَحُبَّ مَنْ يُحِبُّكَ، وَحُبَّ عَمَلٍ يُقَرِّبُنِي إِلَى حُبِّكَ,"“O Allah! I ask You to let me do the good deeds and leave the forbidden ones, and love the poor, and forgive me and have mercy on me; if You want to destroy the people, (please) take my life (in order) not to be included with them. I ask Your Love (O Allah) and the love of those whom You loved, and to love the deeds that will bring me near to Your Love.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنَ الْخَيْرِ كُلِّهِ عَاجِلِهِ وَآجِلِهِ، مَا عَلِمْتُ مِنْهُ وَمَا لَمْ أَعْلَمْ، وَأَعُوذُ بِكَ مِنَ الشَّرِّ كُلِّهِ عَاجِلِهِ وَآجِلِهِ، مَا عَلِمْتُ مِنْهُ وَمَا لَمْ أَعْلَمْ، اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ خَيْرِ مَا سَأَلَكَ عَبْدُكَ وَنَبِيُّكَ، وَأَعُوذُ بِكَ مِنْ شَرِّ مَا اسْتَعَاذَ مِنْهُ عَبْدُكَ وَنَبِيُّكَ، اللَّهُمَّ إِنِّي أَسْأَلُكَ الْجَنَّةَ وَمَا قَرَّبَ إِلَيْهَا مِنْ قَوْلٍ أَوْ عَمَلٍ، وَأَعُوذُ بِكَ مِنَ النَّارِ وَمَا قَرَّبَ إِلَيْهَا مِنْ قَوْلٍ أَوْ عَمَلٍ، وَأَسْأَلُكَ أَنْ تَجْعَلَ كُلَّ قَضَاءٍ قَضَيْتَهُ لِي خَيْرًا,"“O Allah! I seek from You every goodness; both the immediate and the latter and which I would know or would not know. I ask refuge with You against every evil, both the immediate and the latter and which I would know or would not know. I ask from You the best which had been sought by Your slave and Prophet (pbuh), and I ask refuge with You against the evil of all such things from which protection had been sought by Your slave and Prophet (pbuh). O Allah! I ask You the Garden (Paradise) and any such deed or word which may bring me closer to it. I ask refuge with You against the Hell-Fire and from any such deed or word which may bring me closer to it, and I ask You (O Allah) to make good every fate You have destined for me.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ احْفَظْنِي بِالْإِسْلَامِ قَائِمًا، وَاحْفَظْنِي بِالْإِسْلَامِ قَاعِدًا، وَاحْفَظْنِي بِالْإِسْلَامِ رَاقِدًا، وَلَا تُشْمِتْ بِي عَدُوًّا وَلَا حَاسِدًا، اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ كُلِّ خَيْرٍ خَزَائِنُهُ بِيَدِكَ، وَأَعُوذُ بِكَ مِنْ كُلِّ شَرٍّ خَزَائِنُهُ بِيَدِكَ,"“O Allah! Protect me standing in Islam, protect me sitting in Islam, and protect me lying down in Islam; and don't allow enemy and envier to rejoice over my grief. O Allah! I ask You all that which is good that lay by Your Hand, and I ask refuge with You from all that which is bad that lay by Your Hand.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْجُبْنِ، وَأَعُوذُ بِكَ مِنَ الْبُخْلِ، وَأَعُوذُ بِكَ مِنْ أَنْ أُرَدَّ إِلَى أَرْذَلِ الْعُمُرِ، وَأَعُوذُ بِكَ مِنْ فِتْنَةِ الدُّنْيَا وَعَذَابِ الْقَبْرِ,“O Allah! I ask refuge with You from cowardice; and I ask refuge with You from miserliness; and I ask refuge with You from being sent back to geriatric old age; and I ask refuge with You from the Fitnah (trials and affliction etc) of this world and the punishment in the grave.”,,"A simple white-shrouded form at peace under a soft starlit sky, a gentle column of mercy-light descending from above."
Prophetic Supplications,(no name),اللَّهُمَّ اغْفِرْ لِي خَطِيئَتِي، وَجَهْلِي، وَإِسْرَافِي فِي أَمْرِي، وَمَا أَنْتَ أَعْلَمُ بِهِ مِنِّي، اللَّهُمَّ اغْفِرْ لِي هَزْلِي وَجِدِّي، وَخَطَئِي وَعَمْدِي، وَكُلُّ ذَلِكَ عِنْدِي,"“O Allah! Forgive my mistakes, my ignorance, and my exceeding the limit (i.e. my great sins) and forgive whatever, You know better than I; O Allah! Forgive the wrong I have done jokingly or seriously, and forgive my accidental and intentional errors, all that is present in me.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي ظَلَمْتُ نَفْسِي ظُلْمًا كَثِيرًا، وَلَا يَغْفِرُ الذُّنُوبَ إِلَّا أَنْتَ، فَاغْفِرْ لِي مَغْفِرَةً مِنْ عِنْدِكَ، وَارْحَمْنِي إِنَّكَ أَنْتَ الْغَفُورُ الرَّحِيمُ,"“O Allah! I corrupted myself a lot; You (Alone) forgive (all) sins, so (please) forgive me with forgiveness from You, and have Mercy on me, You are indeed the Most Forgiving the Most Merciful.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ لَكَ أَسْلَمْتُ، وَبِكَ آمَنْتُ، وَعَلَيْكَ تَوَكَّلْتُ، وَإِلَيْكَ أَنَبْتُ، وَبِكَ خَاصَمْتُ، اللَّهُمَّ إِنِّي أَعُوذُ بِعِزَّتِكَ، لَا إِلَٰهَ إِلَّا أَنْتَ أَنْ تُضِلَّنِي، أَنْتَ الْحَيُّ الَّذِي لَا يَمُوتُ، وَالْجِنُّ وَالْإِنْسُ يَمُوتُونَ,"“O Allah! I submit myself to You, and I believe in You, and I depend on You, and I repent to You, and return to You, and to You I leave the judgment. I seek refuge (with You) by Your Might, no one has the right to be worshipped but You, against Your misguidance; You are the Ever Living One Who dies not, while the jinn and the human beings die.”",,"Hands cupped in repentance, soft drops of forgiving light falling from above onto the open palms."
Prophetic Supplications,(no name),اللَّهُمَّ إِنَّا نَسْأَلُكَ مُوجِبَاتِ رَحْمَتِكَ، وَعَزَائِمَ مَغْفِرَتِكَ، وَالسَّلَامَةَ مِنْ كُلِّ إِثْمٍ، وَالْغَنِيمَةَ مِنْ كُلِّ بِرٍّ، وَالْفَوْزَ بِالْجَنَّةِ، وَالنَّجَاةَ مِنَ النَّارِ,"“O Allah! We ask the exigencies of Your Mercy, the comforts of Your Forgiveness, and security from all sins, and prizes from all devotion, and reward of Paradise, and deliverance from the Fire.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ شَرِّ مَا عَلِمْتُ، وَمِنْ شَرِّ مَا لَمْ أَعْلَمْ,“O Allah! I ask refuge with You from the evil of (all) that which I know and from the evil of (all) that which I know not.”,,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ اجْعَلْ أَوْسَعَ رِزْقِكَ عَلَيَّ عِنْدَ كِبَرِ سِنِّي، وَانْقِطَاعِ عُمُرِي,“O Allah! Increase me my sustenance at the time of my old age and at the end of life.”,,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ اغْفِرْ لِي ذَنْبِي، وَوَسِّعْ لِي فِي دَارِي، وَبَارِكْ لِي فِي رِزْقِي,"“O Allah! Forgive me for my sins, make my home spacious for me, bless for me my sustenance (which You provided).”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ فَضْلِكَ وَرَحْمَتِكَ، فَإِنَّهُ لَا يَمْلِكُهَا إِلَّا أَنْتَ,"“O Allah! I ask You Your Favor and Mercy, no One possesses them but You.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ التَّرَدِّي، وَالْهَدْمِ، وَالْغَرَقِ، وَالْحَرَقِ، وَأَعُوذُ بِكَ أَنْ يَتَخَبَّطَنِيَ الشَّيْطَانُ عِنْدَ الْمَوْتِ، وَأَعُوذُ بِكَ أَنْ أَمُوتَ فِي سَبِيلِكَ مُدْبِرًا، وَأَعُوذُ بِكَ أَنْ أَمُوتَ لَدِيغًا,"“O Allah! I ask refuge with You from deterioration, destruction, sinking, and burning; I ask refuge with You from being overcome by the Shaitan (Satan) during my death, I ask refuge with You from death while I turned away from Your Way, and I ask refuge with You from death by poison.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْعَجْزِ، وَالْكَسَلِ، وَالْجُبْنِ، وَالْبُخْلِ، وَالْهَرَمِ، وَالْكُفْرِ، وَالْفُسُوقِ، وَالشِّقَاقِ، وَالنِّفَاقِ، وَالسُّمْعَةِ، وَالرِّيَاءِ، وَأَعُوذُ بِكَ مِنَ الصَّمَمِ، وَالْبَكَمِ، وَالْجُنُونِ، وَالْجُذَامِ، وَالْبَرَصِ، وَسَيِّئِ الْأَسْقَامِ,"“O Allah! I ask refuge with You against weakness, indolence, cowardliness, miserliness, senility, disbelieving, immorality, rebellion, hypocrisy, grandstanding, and showiness; I (also) ask refuge with You against deafness, dumbness, insanity, leprosy, paralysis and other foul diseases.”",,"Four heavy chains breaking off a wrist, the freed hand rising into warm dawn light above the broken links."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْفَقْرِ، وَالْقِلَّةِ، وَالذِّلَّةِ، وَأَعُوذُ بِكَ مِنْ أَنْ أَظْلِمَ أَوْ أُظْلَمَ,"“O Allah! I ask refuge with You from poverty, scarcity, and humiliation; I (also) ask refuge with You from oppression and being oppressed.”",,"Hands cupped gently around a small green globe, a soft halo of light spreading over the Muslim lands."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ قَلْبٍ لَا يَخْشَعُ، وَمِنْ دُعَاءٍ لَا يُسْمَعُ، وَمِنْ نَفْسٍ لَا تَشْبَعُ، وَمِنْ عِلْمٍ لَا يَنْفَعُ، أَعُوذُ بِكَ مِنْ هَؤُلَاءِ الْأَرْبَعِ,"“O Allah! I ask refuge with You from heart which is not subservient (to You), from invocation that does not accepted (by You), from self that which is unsatisfied, from knowledge that which is worthless; I ask refuge with You from all these four.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Prophetic Supplications,(no name),اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ يَوْمِ السُّوءِ، وَمِنْ لَيْلَةِ السُّوءِ، وَمِنْ سَاعَةِ السُّوءِ، وَمِنْ صَاحِبِ السُّوءِ، وَمِنْ جَارِ السُّوءِ فِي دَارِ الْمُقَامَةِ,"“O Allah! I ask refuge with You from evil day, from evil night, from bad friend, from bad neighbor in the home at the last day.”",,"A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
